255, 183.44, 174.48, 179.32, 191.48, 171.36, 158.28, 155.8, 161.12, 146, 219, 202.28, 207, 0, 52.187416107717, 54.6619575207475, 48.5252264291471, 35.9701209339085, 17.9596881932844, 10.2157525420304, 28.3774558408607, 17.873600644526, 0, 0, 17.1009239516466, 20.5834885284298, 0
238.32, 217.88, 196.6, 209.32, 201.76, 169.32, 151.04, 151.28, 143, 143.64, 183.56, 175.76, 167.6, 33.575848462846, 40.2992009846349, 44.9221548904324, 32.3959503642045, 19.2359663131333, 15.9717751048529, 15.039893616645, 19.9208835145432, 19.4525062652605, 14.0623753327807, 16.2949808223269, 22.2661716511842, 28.9592817590492, 0
248.4, 211.12, 165, 148.24, 169.12, 159.96, 163.6, 175.04, 183.08, 158.2, 212.76, 214.88, 221.04, 17.8728844901991, 44.6974898624073, 60.8197336396667, 57.9387814852884, 51.505588046347, 34.5131627064226, 11.4192819388962, 19.2030830857964, 21.7824149258065, 8.45221864364617, 32.1387989819159, 25.2306480297277, 19.4349787753936, 0
255, 223.76, 221.2, 214.88, 203.24, 183.2, 166.72, 176.2, 175.12, 164.84, 247.8, 216.12, 218.28, 0, 43.3564574198585, 44.6793016955279, 36.7633730770178, 44.2703331814885, 31.0199935525461, 18.1472201727978, 23.2568269546815, 21.9003561614874, 2.70820974076972, 14.4, 28.1656812450897, 30.3848909821971, 0
255, 179.52, 174.04, 174.72, 215.4, 186.96, 163.68, 155.04, 175.6, 165, 247.8, 231.96, 235.72, 0, 69.8564928979404, 73.0224513420359, 48.8053439696925, 36.5983606190223, 25.436163232689, 18.0747780069355, 23.6651304665747, 21.3522832502756, 6, 14.4, 23.4886866384649, 23.6719580939136, 0
236.6, 186.6, 184.36, 188.2, 180.52, 168.8, 151.8, 165.72, 154.72, 142.8, 247.8, 208.84, 203.48, 9.2, 68.6876990442976, 70.8947840112374, 59.0172856034569, 48.4480092470269, 26.6578318698277, 23.2310137531706, 26.5789691297462, 19.1259404997506, 1.6, 14.4, 8.88, 27.3658473283763, 0
254.52, 252.84, 252.4, 251.96, 255, 253.08, 241.4, 241.6, 230.68, 164.16, 212.84, 255, 255, 1.0998181667894, 10.5817956888233, 12.7373466624725, 13.1741565194892, 0, 4.39927266715761, 21.7329243315298, 24.3803199322732, 27.7080782444398, 19.5195901596319, 28.6477643106753, 0, 0, 0
255, 241.28, 154.08, 139.44, 180.68, 183.8, 206.2, 216.08, 232.36, 174.24, 207, 252.68, 252.2, 0, 24.9215087825757, 58.2916254705597, 66.3910114398026, 73.6867532192863, 69.5137396490794, 36.2590678313715, 15.977283874301, 7.51467896852554, 11.4970604938828, 26.8417585116922, 7.86750278042531, 9.49526197637537, 0
248.28, 232, 201.8, 187.04, 158.28, 151.04, 168.4, 198.24, 207.4, 170.4, 215.64, 244.6, 241.44, 18.1978460263845, 36.7227449954385, 61.2855611053697, 62.506626848679, 59.0427099649059, 47.1291671897563, 20.9341825730072, 18.1510991402725, 17.6951970884757, 8.68101376568428, 34.1208206231913, 21.2790977252326, 24.9432636196629, 0
221.4, 186.04, 187.44, 183.96, 206.92, 189.84, 171.68, 161.68, 180.84, 158.4, 233.4, 208.12, 199.76, 27.4342851191716, 68.9211027189786, 71.1022250003472, 66.807472635926, 55.5625197412788, 27.5313348750111, 23.812131361976, 21.1522481074708, 24.4911085906702, 2.93938769133981, 17.6363261480389, 40.2932450914542, 50.0026239311499, 0
177.4, 107.6, 101.04, 114.28, 135.48, 159.64, 149.4, 147.08, 152.64, 143.8, 255, 168.6, 142.2, 44.5807133186538, 41.1164200776284, 43.4451194036799, 32.7737944095584, 26.8970184221226, 13.7022042022443, 9.22605007573664, 20.0038396314308, 6.94481101254743, 1.46969384566991, 0, 18.3978259585202, 19.3948446758411, 0
255, 201.2, 199.88, 205.56, 218.52, 222.2, 211.56, 203.28, 202.28, 171.84, 242.04, 233.88, 235, 0, 70.301066848235, 72.2812949524287, 66.7245561993484, 47.4662996240491, 40.4949379552556, 42.8122225538455, 43.6875451358851, 33.5147967321898, 10.9276896002769, 17.28, 27.0352658577644, 27.6897092798028, 0
246.04, 128.56, 117.96, 127.92, 165.16, 185.24, 174.76, 165.52, 175.32, 176.48, 212.84, 200.84, 195.4, 20.5299391134022, 65.5280581125368, 66.3725726486476, 63.0694347525012, 60.4017748083614, 44.3452635576789, 38.7982267636035, 33.4115189717558, 31.3620407499257, 8.73668129211545, 28.6477643106753, 41.4561744496523, 49.6120952994328, 0
221.72, 118.36, 116.56, 140.24, 146.2, 166.8, 157.28, 158.96, 163.88, 169.6, 189.4, 185.72, 166.48, 34.7188939916006, 40.6112102749967, 50.0392485954775, 61.7260269254388, 47.7401298699532, 22.8438175443598, 15.6064602008271, 24.9807605969074, 21.8106762847923, 9.45727233402951, 14.8, 39.6217314109316, 35.4548952896494, 0
178.2, 79.96, 80.16, 103.64, 138.68, 175.2, 165.68, 166.6, 171.08, 156, 219, 198.68, 165.92, 25.4746933249451, 20.8911081563425, 28.3882792715585, 37.7114094141282, 41.9349210086296, 17.6680502602862, 15.3328927472933, 14.7349923651151, 11.4749117643666, 0, 0, 38.4569577579922, 37.3233653359394, 0
117.4, 81.56, 86.12, 114.64, 137.16, 160.36, 147.4, 150.04, 156.32, 146.2, 255, 211.8, 173.16, 28.9039789648415, 13.2848184029741, 18.0295757021623, 23.0857185289954, 18.7588485787374, 11.0340563710722, 9.70360757656656, 10.7535296530953, 9.56125514773034, 1.46969384566991, 0, 23.9582971014219, 25.1311440248947, 0
42, 31.6, 17.44, 25.8, 31.68, 23.04, 19.96, 17.6, 18.48, 11, 109, 24.6, 21.32, 0, 5.01198563445667, 6.36289242404742, 7.91959594928933, 23.5995254189571, 28.8464625214254, 24.9390938087173, 13.5735036007657, 23.8279164007263, 0, 0, 30.7467071407655, 24.0561343528007, 0
40, 32.12, 18.4, 24.72, 24.8, 18.88, 17.24, 13.28, 16.24, 12, 109, 20.6, 18.68, 0, 4.32037035449509, 5.3665631459995, 4.88688039550796, 21.111134502911, 25.3949916322097, 22.9212216079336, 8.18545050684445, 23.9420634031405, 0, 0, 25.8967179387659, 19.997439836139, 0
40.8, 33.68, 22.64, 24.92, 20.08, 15.96, 13.92, 10.68, 13.8, 13.6, 80.2, 18.2, 15.84, 0.4, 3.35523471608172, 4.94675651311038, 2.78452868543314, 19.5630672441721, 25.6787538638463, 22.7700153710971, 5.46786978630618, 18.7808413017096, 0.8, 14.4, 20.6610745122319, 16.3062687332204, 0
41, 34.6, 26.16, 25.48, 16.24, 12.6, 11.52, 8.52, 11.32, 14.6, 116.8, 14.36, 12.08, 0, 2, 5.04919795611145, 2.80171376125399, 16.0231832043449, 19.3494185959165, 18.3218339693383, 4.41923070228292, 18.9667498533618, 0.489897948556636, 35.7625502446344, 19.1434166229542, 13.1054797699283, 0
46.2, 57, 47.08, 52.76, 33.52, 27.36, 23.56, 33.32, 23.76, 15.8, 102, 32.04, 29.32, 6.36867333123626, 38.8885587287572, 44.5204851725585, 49.7049534754837, 44.7652722542821, 45.0287730234791, 39.0262270787223, 46.7681258978805, 36.6139645490624, 0.979795897113271, 53.8887743412299, 40.9931506473947, 36.1405257294356, 0
83.6, 83.64, 81.44, 97.64, 121.12, 150.32, 138.68, 146.96, 140.8, 85.4, 109, 161.16, 124.76, 20.8, 14.9716532153266, 15.0574367008465, 15.3463480997923, 23.4969274587126, 36.6286445285653, 35.8538366147892, 28.1886218180315, 38.772154956876, 37.2, 0, 41.9062572893357, 30.2195698182486, 0
68, 69.76, 72.4, 81.16, 111.68, 161.2, 149.08, 159, 153.28, 87.2, 138.6, 139.88, 101.96, 14, 10.1322455556505, 10.2606042707045, 12.1973111791083, 23.7111281891014, 49.2308846152494, 46.9518221158668, 37.1203448259846, 47.9887653519029, 37.6, 14.8, 34.6852360522456, 23.1714997356667, 0
67.52, 78.44, 78.16, 95.52, 115.2, 147.4, 137.44, 141.36, 138.76, 81.76, 155.88, 151.72, 113.6, 13.3659866826209, 15.0335092376996, 18.0414633552825, 23.1155705099398, 28.8652039660211, 42.3499704840511, 41.0103206522456, 28.9604972333004, 45.382181525352, 34.2336442699284, 40.4873511111804, 48.8266484616751, 34.6040460062115, 0
72.2, 70.28, 70.92, 83.68, 108.32, 141.8, 130.88, 135.24, 133.4, 81, 151.68, 141.32, 106.8, 16.2037032804233, 11.7286657382671, 14.9957860747611, 18.3580391109726, 30.872278827453, 46.5695179275027, 43.4412891153106, 35.966962618492, 45.4242226130508, 33.2036142611012, 28.4390154541257, 48.3683532901421, 36.1319802944704, 0
92.76, 123.04, 121.16, 136.48, 134.08, 149.04, 136.28, 145.52, 136.16, 81.56, 148.72, 157.56, 132.36, 32.3954070818689, 41.3216456593878, 41.5053538715188, 39.5344103282191, 32.7742826008442, 35.7630871150688, 34.0945978125568, 26.4168431119239, 38.2504169911911, 32.8829195784073, 37.0853286354591, 41.3937966366942, 38.7245451877746, 0
100, 94.6, 95.04, 109.56, 139.36, 167.68, 154.6, 159.48, 160.28, 124.4, 131.2, 183.24, 144.2, 4.89897948556636, 23.7318351587061, 23.4085112726119, 20.9725153474732, 14.5213773451419, 7.18175466024843, 6.05309838016862, 10.9986180950154, 8.16098033326879, 16.6565302509256, 18.1262240965955, 11.3040877562057, 15.8644256120416, 0
85.8, 93.6, 94.52, 109.16, 135.36, 176.08, 164.04, 164.8, 167.88, 131.8, 167.6, 175.72, 131.72, 8.81816307401944, 19.0031576323515, 18.7683137228681, 19.3714841971388, 12.3219478979583, 11.8014236429339, 9.07074418115736, 14.4775688566831, 8.73759692363982, 21.0656117879353, 17.6363261480389, 9.96602227571261, 10.1489703911284, 0
87.88, 99.56, 99.96, 118.64, 143.32, 174.76, 161.16, 163, 167, 132.28, 179.12, 185.24, 141.36, 11.2794326098435, 17.634239422215, 17.3631333577785, 14.1446244206059, 14.3574928173411, 7.18487299818167, 6.96666347687327, 6.24819974072532, 3.07245829914744, 27.5165695536344, 9.76655517570039, 10.1952145637059, 9.89496841834273, 0
91.88, 103.8, 102.48, 122.32, 144.44, 173.64, 161.72, 166.48, 166.84, 131.2, 160.4, 191.4, 148.24, 10.2462480938146, 20.0897984061563, 18.1727708399132, 16.1213398946862, 11.6964268047981, 5.2981506207355, 2.93284844477174, 10.3580693181693, 5.08865404601256, 27.477991192953, 17.6363261480389, 8.45221864364617, 8.12049259589589, 0
115.08, 132, 129.44, 142.88, 152.6, 171.4, 155.44, 153.36, 160.6, 125.6, 160.4, 180.96, 153.4, 27.0228347883785, 37.9947364775702, 33.4210472606709, 30.8963687186698, 13.3176574516692, 6.91664658631623, 9.60866275815735, 14.5075980093191, 10.1941159498997, 23.778982316323, 17.6363261480389, 9.64356780450057, 19.2790041236574, 0
123.6, 79.92, 72.2, 76.64, 104.16, 164.88, 157.16, 158.68, 153, 139.2, 146, 136.92, 109.16, 24.0049994792751, 38.2788923559708, 37.7984126650842, 33.019848576273, 22.7097864366885, 15.2926649083801, 18.5379178981891, 28.1662493065726, 15.7784663386528, 1.46969384566991, 0, 22.0597733442572, 19.8306429547809, 0
104.2, 64.52, 58.2, 64.56, 90.88, 167.68, 158.76, 159.6, 155.16, 146.6, 196.8, 127.48, 93.16, 13.7171425595858, 13.4970218937364, 13.3895481626528, 15.6769384766287, 14.0664707727276, 24.9683319426829, 28.6904583441952, 34.8206835085126, 15.9516268762782, 2.93938769133981, 18.1262240965955, 23.508500590212, 16.1534640247843, 0
104.04, 62.2, 54.72, 65.4, 91.64, 165.48, 162.84, 160.96, 162.04, 149, 173.44, 132.6, 98.08, 8.99101773994468, 11.0381157812373, 13.1438807054842, 16.1962958728223, 15.8363632188707, 15.3652074506009, 18.7268363585524, 36.9794321211129, 25.7098891479524, 7.23325652801005, 21.2359694857569, 25.568730903195, 18.1017568208171, 0
109.64, 74.2, 65.92, 79.4, 99.96, 158.6, 152.04, 153.68, 153.24, 147.92, 154.64, 140.68, 109.6, 13.4606983474113, 19.0473095212946, 20.2028116855056, 22.2387049982682, 20.0089579938587, 18.8933850857913, 22.3704805491523, 29.3948566929659, 14.9057841122163, 7.12696288751387, 15.3749926829251, 23.9361149729859, 15.9849929621505, 0
126.76, 101.56, 90.88, 110.2, 112.12, 144.6, 137.6, 130.08, 137.56, 140.56, 154.64, 145.68, 123.48, 20.909863701134, 23.311936856469, 25.5582785022779, 28.1055154729459, 23.6597886719218, 19.4710040829948, 22.2081066279861, 29.3978502615412, 23.5780915258212, 9.11736804127156, 15.3749926829251, 23.4089213762617, 22.5195381835419, 0
160.6, 174.68, 167.28, 154.44, 164.6, 174.8, 160.4, 162.48, 164.28, 142, 153.2, 184.44, 179.04, 15.2, 44.5409654138749, 41.0283024264958, 34.6584246612566, 21.4177496483641, 12.7027556065603, 12.5793481548131, 21.2228556042772, 15.314098079874, 2, 14.4, 13.9113766392834, 22.0915911604393, 0
135, 117.16, 109.12, 115.16, 142.12, 165.36, 155.12, 154.04, 156.68, 141.6, 211.6, 168.04, 157.12, 28, 32.5867212219947, 29.6840967523016, 30.625061632591, 19.8863169038412, 19.3408996688365, 20.2550141940212, 26.0330251795676, 25.4868122761557, 2.8, 14.8, 11.5947574360139, 13.6244486126962, 0
133.88, 155.24, 144.16, 156.52, 160.84, 176.44, 158.28, 155.76, 156.8, 140.16, 170.8, 172.72, 168.12, 38.9238435923278, 51.6017674115916, 52.0604878962923, 47.0439114020082, 20.6372091136374, 9.87959513340501, 10.8130291778021, 18.6145749347118, 6.4249513616836, 1.48808601901906, 33.7946741366151, 15.3062601572037, 20.2392094707279, 0
140.68, 151, 140.88, 142.96, 165.32, 183.24, 171.8, 169.68, 170.16, 140.28, 156.16, 170.32, 162.12, 33.8132754994248, 43.4234959440163, 41.7682367355865, 41.2732164969003, 12.6955740319215, 7.03295101646528, 8.50881895447306, 23.3952473806113, 12.3634299448009, 2.52222124326951, 21.8772575977886, 10.7022240679216, 15.0235015891769, 0
140.44, 126.88, 120.92, 135.32, 158.64, 179.6, 161.68, 157.08, 159.8, 139.24, 150.32, 180.96, 170.24, 21.9601092893455, 42.9895987420213, 44.9861489794359, 42.3374255239971, 24.5843527472252, 21.9015981152061, 16.7229662440609, 24.3078917226484, 15.7810012356631, 9.58448746673498, 11.6986153026758, 16.8984733038224, 19.6820324153782, 0
252.4, 205.44, 196.32, 189.84, 195.76, 176.48, 157.4, 157.44, 159.84, 140.92, 177.96, 213.92, 223.44, 5.2, 42.3745961632674, 44.5346786223949, 36.3721651816331, 19.5781102254533, 17.286110030889, 13.7695315824468, 22.1252435014849, 15.0723057293833, 2.74109467184189, 51.1276676565634, 15.372494917872, 15.6181432955393, 0
253.56, 200.96, 194.56, 190.32, 196.12, 181.08, 160.04, 150.96, 155.72, 138.92, 180.92, 207.2, 219.84, 3.2994545003682, 46.3710944447077, 47.2762773492161, 43.9187613668692, 20.8217578508636, 18.8932157135835, 15.9436005971048, 19.4966253490187, 12.3887691075425, 3.19899984370115, 48.0265926336649, 15.7657857400131, 19.7518201692907, 0
251.4, 206.76, 189.2, 186.64, 196.56, 168.96, 145.44, 144.36, 145.28, 137.6, 189.8, 206.04, 220.32, 4.40908153700972, 37.5577209106197, 39.5454169278818, 25.1982221595096, 16.0551051070991, 11.251595442425, 7.38149036441829, 14.1700529286238, 5.3629842438702, 4.40908153700972, 35.7625502446344, 11.3083332105134, 12.8428034322729, 0
244.6, 228.64, 216.2, 208.4, 211.84, 179.2, 156.32, 151.64, 154.32, 135.2, 182, 215.72, 235.04, 12.7373466624725, 27.8910451578997, 31.2704333196712, 27.5797026815011, 13.6078800700183, 6.44980619863884, 5.40902948781017, 12.3089560889622, 3.12051277837473, 3.91918358845308, 0, 12.4660178084262, 16.7271754937885, 0
250.84, 205.92, 194.56, 189.56, 190, 161.56, 140.04, 137.16, 137.36, 135.56, 190.88, 201.44, 220.88, 9.53175744550815, 32.214183211747, 33.9270747339054, 28.4141936362797, 17.3574191629977, 11.4754694893063, 11.7114644686307, 16.1806798373863, 10.1661398770625, 2.60890781745925, 15.8020758130063, 15.3129487689341, 18.4852806308154, 0
